deduction_id,retailer_id,deduction_date,deduction_type,amount,code_as_remitted,translated_code,standardized_category,order_id,shipment_id,remittance_id,remittance_description,dispute_deadline,is_vague,is_post_audit,is_double_dip,dispute_outcome,recovered_amount,dispute_filed_date,dispute_closed_date,days_outstanding,in_trailing_window,is_ghost_promo
DED-0002475,walmart,2026-02-23,damaged,1495.94,28,Carton Damage – Freight Bill Signed Damaged,damaged,WALM-2026-001245,WALM-2026-001245-S1,REM-WALM-00061,Damage at receiving — BOL signed damaged,2027-02-23,0,0,0,pending,0.0,2026-04-12,,68,1,0
DED-0002474,walmart,2026-02-23,short_ship,316.66,13,Substitution Overcharge,short_ship,WALM-2026-001245,WALM-2026-001245-S1,REM-WALM-00061,Short ship: receiving hand-count 3 units short,2027-02-23,0,0,0,,,,,,1,0
DED-0002468,walmart,2026-02-23,short_ship,247.67,13,Substitution Overcharge,short_ship,WALM-2026-001239,WALM-2026-001239-S1,REM-WALM-00061,Short ship: receiving hand-count 3 units short,2027-02-23,0,0,0,,,,,,1,0
DED-0000792,southside_grocers,2026-02-23,short_ship,206.85,SHRT,Shortage,short_ship,SOUT-2026-000226,SOUT-2026-000226-S1,REM-SOUT-00032,Short ship: 2 units missing,,0,0,0,,,,,,1,0
DED-0002964,whole_foods,2026-02-23,short_ship,116.25,SHRT,Shortage,short_ship,WHOL-2026-000742,WHOL-2026-000742-S1,REM-WHOL-00058,Short ship: 1 units missing,,0,0,0,,,,,,1,0
DED-0002937,whole_foods,2026-02-23,pallet_fine,104.57,PALT,Pallet fine,pallet_fine,WHOL-2026-000687,WHOL-2026-000687-S1,REM-WHOL-00058,Pallet noncompliance,,0,0,0,,,,,,1,0
DED-0000563,kehe,2026-02-23,late_delivery,92.25,LATE,Late delivery,late_delivery,KEHE-2026-000625,KEHE-2026-000625-S1,REM-KEHE-00061,Late delivery — 4 days past window,2026-08-22,0,0,0,lost_other,0.0,2026-04-01,2026-05-08,74,1,0
DED-0002963,whole_foods,2026-02-23,late_delivery,84.11,LATE,Late delivery,late_delivery,WHOL-2026-000740,WHOL-2026-000740-S1,REM-WHOL-00058,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0002955,whole_foods,2026-02-22,spoilage,1236.44,SPL,Spoilage / quality at receipt,spoilage,WHOL-2026-000718,WHOL-2026-000718-S1,REM-WHOL-00057,Spoilage — temperature abuse in transit,,0,0,0,,,,,,1,0
DED-0003035,prairie_provisions,2026-02-22,slotting,641.6,SLOT,New-item placement allowance,slotting,,,REM-PRAI-00033,New-item slotting fee — placement allowance,,0,0,0,,,,,,1,0
DED-0000575,kehe,2026-02-22,short_ship,144.01,UDR,Unloading Discrepancy (shortage/over/damage),short_ship,KEHE-2026-000643,KEHE-2026-000643-S1,REM-KEHE-00060,Short ship: 2 units missing,2026-02-24,0,0,0,,,,,,1,0
DED-0002524,walmart,2026-02-22,short_ship,135.36,13,Substitution Overcharge,short_ship,WALM-2026-001303,WALM-2026-001303-S1,REM-WALM-00060,Short ship: qty units missing,2027-02-22,0,0,0,won_full,135.36,2026-04-30,2026-06-22,120,1,0
DED-0002518,walmart,2026-02-22,late_delivery,125.78,99,OTIF,late_delivery,WALM-2026-001291,WALM-2026-001291-S1,REM-WALM-00060,Late delivery — 1 days past window,,0,0,0,lost_evidence,0.0,2026-04-18,2026-07-11,139,1,0
DED-0001203,unfi,2026-02-22,pallet_fine,115.51,PLT,Pallet noncompliance,pallet_fine,UNFI-2026-000754,UNFI-2026-000754-S1,REM-UNFI-00062,Pallet noncompliance,2026-04-23,0,0,0,won_full,115.51,2026-03-12,2026-05-04,71,1,0
DED-0002951,whole_foods,2026-02-22,late_delivery,65.04,LATE,Late delivery,late_delivery,WHOL-2026-000712,WHOL-2026-000712-S1,REM-WHOL-00057,Late delivery — 2 days past window,,0,0,0,,,,,,1,0
DED-0000664,mountain_pantry_co,2026-02-22,late_delivery,17.43,LATE,Late delivery,late_delivery,MOUN-2026-000147,MOUN-2026-000147-S1,REM-MOUN-00027,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0002494,walmart,2026-02-21,label_fine,304.21,,Unmapped,label_fine,WALM-2026-001263,WALM-2026-001263-S1,REM-WALM-00060,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0002519,walmart,2026-02-21,label_fine,298.61,,Unmapped,label_fine,WALM-2026-001293,WALM-2026-001293-S1,REM-WALM-00060,Label noncompliance — generic label not retailer-spec,,0,0,0,pending,0.0,2026-04-07,,70,1,0
DED-0002502,walmart,2026-02-21,late_delivery,197.06,99,OTIF,late_delivery,WALM-2026-001271,WALM-2026-001271-S1,REM-WALM-00060,Late delivery — 1 days past window,,0,0,0,abandoned,0.0,2026-03-25,2026-05-19,87,1,0
DED-0003045,walmart,2026-02-20,vague,6819.94,87,Other,vague,,,REM-WALM-00060,Post-audit freight chargeback — period 2023-12-23 to 2024-09-08,,0,1,0,abandoned,0.0,2026-04-15,2026-06-14,114,1,0
DED-0003075,kehe,2026-02-20,label_fine,6281.72,LBL,Labeling noncompliance,label_fine,,,REM-KEHE-00060,Post-audit compliance findings — period 2024-04-22 to 2024-12-07,2026-08-19,0,1,0,,,,,,1,0
DED-0003076,kehe,2026-02-20,label_fine,4641.58,LBL,Labeling noncompliance,label_fine,,,REM-KEHE-00060,Post-audit compliance findings — period 2024-04-22 to 2024-12-07,2026-08-19,0,1,0,pending,0.0,2026-04-14,,71,1,0
DED-0002476,walmart,2026-02-20,vague,501.36,30,Duplicate Billing,vague,,,REM-WALM-00060,Trade spend true-up,,1,0,0,lost_evidence,0.0,2026-03-19,2026-04-18,57,1,0
DED-0001206,unfi,2026-02-20,late_delivery,250.0,LAT,Late delivery,late_delivery,UNFI-2026-000761,UNFI-2026-000761-S1,REM-UNFI-00062,Late delivery — 1 days past window,2026-04-21,0,0,0,pending,0.0,2026-04-20,,71,1,0
DED-0002373,walmart,2026-02-20,pallet_fine,208.75,,Unmapped,pallet_fine,WALM-2025-001147,WALM-2025-001147-S1,REM-WALM-00060,Pallet noncompliance,,0,0,0,abandoned,0.0,2026-03-11,2026-04-28,67,1,0
DED-0002374,walmart,2026-02-20,late_delivery,202.48,99,OTIF,late_delivery,WALM-2025-001147,WALM-2025-001147-S1,REM-WALM-00060,Late delivery — 4 days past window,,0,0,0,,,,,,1,0
DED-0002372,walmart,2026-02-20,short_ship,139.07,13,Substitution Overcharge,short_ship,WALM-2025-001147,WALM-2025-001147-S1,REM-WALM-00060,Short ship: 2 units missing,2027-02-20,0,0,0,abandoned,0.0,2026-04-21,2026-05-29,98,1,0
DED-0001205,unfi,2026-02-20,short_ship,97.02,SHT,Shortage,short_ship,UNFI-2026-000761,UNFI-2026-000761-S1,REM-UNFI-00062,Short ship: 1 units missing,2026-04-21,0,0,0,lost_evidence,0.0,2026-03-15,2026-04-15,54,1,0
DED-0002959,whole_foods,2026-02-20,late_delivery,54.99,LATE,Late delivery,late_delivery,WHOL-2026-000725,WHOL-2026-000725-S1,REM-WHOL-00057,Late delivery — 2 days past window,,0,0,0,,,,,,1,0
DED-0000661,mountain_pantry_co,2026-02-20,late_delivery,48.93,LATE,Late delivery,late_delivery,MOUN-2025-000135,MOUN-2025-000135-S1,REM-MOUN-00027,Late delivery — 2 days past window,,0,0,0,,,,,,1,0
DED-0002452,walmart,2026-02-19,damaged,968.04,28,Carton Damage – Freight Bill Signed Damaged,damaged,WALM-2025-001224,WALM-2025-001224-S1,REM-WALM-00060,Damage at receiving — BOL signed damaged,2027-02-19,0,0,0,won_partial,334.15,2026-03-31,2026-05-23,93,1,0
DED-0002451,walmart,2026-02-19,short_ship,388.63,13,Substitution Overcharge,short_ship,WALM-2025-001224,WALM-2025-001224-S1,REM-WALM-00060,Short ship: receiving hand-count 5 units short,2027-02-19,0,0,0,lost_evidence,0.0,2026-04-14,2026-06-17,118,1,0
DED-0000567,kehe,2026-02-19,late_delivery,76.33,LATE,Late delivery,late_delivery,KEHE-2026-000630,KEHE-2026-000630-S1,REM-KEHE-00060,Late delivery — 5 days past window,2026-08-18,0,0,0,,,,,,1,0
DED-0003052,walmart,2026-02-18,label_fine,3046.44,,Unmapped,label_fine,,,REM-WALM-00060,Post-audit compliance findings — period 2024-01-31 to 2025-01-06,,0,1,0,,,,,,1,0
DED-0002958,whole_foods,2026-02-18,vague,527.98,MISC,Miscellaneous,vague,WHOL-2026-000724,WHOL-2026-000724-S1,REM-WHOL-00057,Cash discount take-down,,1,0,0,,,,,,1,0
DED-0002505,walmart,2026-02-18,short_ship,327.07,13,Substitution Overcharge,short_ship,WALM-2026-001274,WALM-2026-001274-S1,REM-WALM-00060,Short ship: receiving hand-count 3 units short,2027-02-18,0,0,0,,,,,,1,0
DED-0002466,walmart,2026-02-18,short_ship,233.83,13,Substitution Overcharge,short_ship,WALM-2026-001236,WALM-2026-001236-S1,REM-WALM-00060,Short ship: 2 units missing,2027-02-18,0,0,0,won_full,233.83,2026-03-08,2026-04-27,68,1,0
DED-0000566,kehe,2026-02-18,short_ship,120.86,UDR,Unloading Discrepancy (shortage/over/damage),short_ship,KEHE-2026-000628,KEHE-2026-000628-S1,REM-KEHE-00060,Short ship: qty units missing,2026-02-20,0,0,0,lost_deadline,0.0,2026-03-03,2026-05-02,73,1,0
DED-0002371,walmart,2026-02-17,promo_billback,738.09,11,Price Difference Between PO & Invoice,promo_billback,WALM-2025-001146,WALM-2025-001146-S1,REM-WALM-00060,Promo billback (MCB / scan-down),2028-02-17,0,0,0,pending,0.0,2026-04-07,,74,1,0
DED-0002370,walmart,2026-02-17,short_ship,192.95,13,Substitution Overcharge,short_ship,WALM-2025-001146,WALM-2025-001146-S1,REM-WALM-00060,Short ship: receiving hand-count 2 units short,2027-02-17,0,0,0,,,,,,1,0
DED-0002946,whole_foods,2026-02-17,short_ship,120.16,SHRT,Shortage,short_ship,WHOL-2026-000703,WHOL-2026-000703-S1,REM-WHOL-00057,Short ship: 1 units missing,,0,0,0,,,,,,1,0
DED-0002947,whole_foods,2026-02-17,vague,104.17,MISC,Miscellaneous,vague,WHOL-2026-000703,WHOL-2026-000703-S1,REM-WHOL-00057,Misc deduction — see invoice,,1,0,0,,,,,,1,0
DED-0002954,whole_foods,2026-02-17,label_fine,98.06,LBL,Labeling fine,label_fine,WHOL-2026-000715,WHOL-2026-000715-S1,REM-WHOL-00057,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0003054,walmart,2026-02-16,label_fine,11846.54,,Unmapped,label_fine,,,REM-WALM-00060,Post-audit compliance findings — period 2024-01-31 to 2025-01-06,,0,1,0,,,,,,1,0
DED-0000208,harbor_fresh,2026-02-16,vague,2025.08,MISC,Miscellaneous,vague,HARB-2026-000144,HARB-2026-000144-S1,REM-HARB-00030,Code 93: Other,,1,0,0,,,,,,1,0
DED-0000791,southside_grocers,2026-02-16,promo_billback,257.76,PROMO,Promo billback,promo_billback,SOUT-2025-000225,SOUT-2025-000225-S1,REM-SOUT-00031,Promo billback (MCB / scan-down),,0,0,0,lost_no_response,0.0,2026-02-27,2026-04-04,47,1,1
DED-0002467,walmart,2026-02-16,short_ship,157.87,13,Substitution Overcharge,short_ship,WALM-2026-001237,WALM-2026-001237-S1,REM-WALM-00060,Short ship: 2 units missing,2027-02-16,0,0,0,,,,,,1,0
DED-0002962,whole_foods,2026-02-16,short_ship,113.84,SHRT,Shortage,short_ship,WHOL-2026-000739,WHOL-2026-000739-S1,REM-WHOL-00057,Short ship: 1 units missing,,0,0,0,,,,,,1,0
DED-0000579,kehe,2026-02-15,promo_billback,345.72,MCB,Manufacturer Chargeback (promo),promo_billback,KEHE-2026-000653,KEHE-2026-000653-S1,REM-KEHE-00059,Promo billback (MCB / scan-down),2026-08-14,0,0,0,pending,0.0,2026-04-11,,76,1,1
DED-0002380,walmart,2026-02-15,label_fine,274.16,,Unmapped,label_fine,WALM-2025-001153,WALM-2025-001153-S1,REM-WALM-00059,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0002441,walmart,2026-02-15,label_fine,231.93,,Unmapped,label_fine,WALM-2025-001208,WALM-2025-001208-S1,REM-WALM-00059,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0000568,kehe,2026-02-15,short_ship,85.49,UDR,Unloading Discrepancy (shortage/over/damage),short_ship,KEHE-2026-000631,KEHE-2026-000631-S1,REM-KEHE-00059,Short ship: 1 units missing,2026-02-17,0,0,0,,,,,,1,0
DED-0002500,walmart,2026-02-15,short_ship,75.0,13,Substitution Overcharge,short_ship,WALM-2026-001269,WALM-2026-001269-S1,REM-WALM-00059,Short ship: 1 units missing,2027-02-15,0,0,0,lost_no_response,0.0,2026-04-21,2026-07-20,155,1,0
DED-0003033,green_basket_market,2026-02-14,slotting,806.28,SLOT,Reset / new-item placement billback,slotting,,,REM-GREE-00040,New-item slotting fee — placement allowance,,0,0,0,,,,,,1,0
DED-0000576,kehe,2026-02-14,short_ship,247.62,UDR,Unloading Discrepancy (shortage/over/damage),short_ship,KEHE-2026-000650,KEHE-2026-000650-S1,REM-KEHE-00059,Short ship: 3 units missing,2026-02-16,0,0,0,,,,,,1,0
DED-0002425,walmart,2026-02-14,short_ship,187.47,13,Substitution Overcharge,short_ship,WALM-2025-001191,WALM-2025-001191-S1,REM-WALM-00059,Short ship: receiving hand-count 4 units short,2027-02-14,0,0,0,,,,,,1,0
DED-0002426,walmart,2026-02-14,late_delivery,127.09,99,OTIF,late_delivery,WALM-2025-001191,WALM-2025-001191-S1,REM-WALM-00059,Late delivery — 5 days past window,,0,0,0,lost_other,0.0,2026-03-02,2026-04-30,75,1,0
DED-0002935,whole_foods,2026-02-14,promo_billback,123.36,PROMO,Promo billback,promo_billback,WHOL-2025-000669,WHOL-2025-000669-S1,REM-WHOL-00056,Promo billback (MCB / scan-down),,0,0,0,,,,,,1,0
DED-0000147,green_basket_market,2026-02-14,promo_billback,100.79,FFL,Free Fill new-item billback,promo_billback,GREE-2025-000224,GREE-2025-000224-S1,REM-GREE-00040,Promo billback (MCB / scan-down),,0,0,0,abandoned,0.0,2026-03-06,2026-05-04,79,1,1
DED-0002407,walmart,2026-02-14,late_delivery,82.62,99,OTIF,late_delivery,WALM-2025-001171,WALM-2025-001171-S1,REM-WALM-00059,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0002424,walmart,2026-02-13,label_fine,311.11,,Unmapped,label_fine,WALM-2025-001190,WALM-2025-001190-S1,REM-WALM-00059,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0002461,walmart,2026-02-13,label_fine,267.05,,Unmapped,label_fine,WALM-2025-001233,WALM-2025-001233-S1,REM-WALM-00059,Label noncompliance — generic label not retailer-spec,,0,0,0,lost_other,0.0,2026-03-03,2026-03-26,41,1,0
DED-0000556,kehe,2026-02-13,vague,247.87,BI,Connect BI fee (2% of sales),vague,KEHE-2026-000618,KEHE-2026-000618-S1,REM-KEHE-00059,Slotting reconciliation,2026-08-12,1,0,0,,,,,,1,0
DED-0001199,unfi,2026-02-13,promo_billback,187.23,MCB,Manufacturer chargeback (promo),promo_billback,UNFI-2026-000741,UNFI-2026-000741-S1,REM-UNFI-00061,Promo billback (MCB / scan-down),2026-04-14,0,0,0,lost_other,0.0,2026-03-11,2026-06-09,116,1,1
DED-0002368,walmart,2026-02-13,short_ship,89.02,13,Substitution Overcharge,short_ship,WALM-2025-001143,WALM-2025-001143-S1,REM-WALM-00059,Short ship: 1 units missing,2027-02-13,0,0,0,lost_evidence,0.0,2026-03-25,2026-06-02,109,1,0
DED-0002367,walmart,2026-02-12,vague,1142.87,30,Duplicate Billing,vague,WALM-2025-001142,WALM-2025-001142-S1,REM-WALM-00059,Audit adjustment,,1,0,0,lost_evidence,0.0,2026-02-25,2026-05-26,103,1,0
DED-0000570,kehe,2026-02-12,promo_billback,463.2,MCB,Manufacturer Chargeback (promo),promo_billback,KEHE-2026-000632,KEHE-2026-000632-S1,REM-KEHE-00059,Promo billback (MCB / scan-down),2026-08-11,0,0,0,lost_evidence,0.0,2026-03-19,2026-04-28,75,1,1
DED-0000569,kehe,2026-02-12,damaged,433.12,,Unmapped,damaged,KEHE-2026-000632,KEHE-2026-000632-S1,REM-KEHE-00059,Damage at receiving — BOL signed damaged,2026-08-11,0,0,0,won_full,433.12,2026-03-12,2026-04-09,56,1,0
DED-0002385,walmart,2026-02-12,late_delivery,345.2,99,OTIF,late_delivery,WALM-2025-001156,WALM-2025-001156-S1,REM-WALM-00059,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0002366,walmart,2026-02-12,label_fine,296.23,,Unmapped,label_fine,WALM-2025-001142,WALM-2025-001142-S1,REM-WALM-00059,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0002365,walmart,2026-02-12,short_ship,275.36,13,Substitution Overcharge,short_ship,WALM-2025-001142,WALM-2025-001142-S1,REM-WALM-00059,Short ship: receiving hand-count 3 units short,2027-02-12,0,0,0,,,,,,1,0
DED-0002438,walmart,2026-02-12,pallet_fine,208.2,,Unmapped,pallet_fine,WALM-2025-001202,WALM-2025-001202-S1,REM-WALM-00059,Pallet noncompliance,,0,0,0,,,,,,1,0
DED-0002948,whole_foods,2026-02-12,short_ship,203.63,SHRT,Shortage,short_ship,WHOL-2026-000705,WHOL-2026-000705-S1,REM-WHOL-00056,Short ship: 3 units missing,,0,0,0,,,,,,1,0
DED-0000151,green_basket_market,2026-02-12,promo_billback,193.37,FFL,Free Fill new-item billback,promo_billback,GREE-2025-000234,GREE-2025-000234-S1,REM-GREE-00040,Promo billback (MCB / scan-down),,0,0,0,,,,,,1,1
DED-0000565,kehe,2026-02-12,pallet_fine,119.4,,Unmapped,pallet_fine,KEHE-2026-000627,KEHE-2026-000627-S1,REM-KEHE-00059,Pallet noncompliance,2026-08-11,0,0,0,,,,,,1,0
DED-0002384,walmart,2026-02-12,short_ship,98.06,13,Substitution Overcharge,short_ship,WALM-2025-001156,WALM-2025-001156-S1,REM-WALM-00059,Short ship: qty units missing,2027-02-12,0,0,0,,,,,,1,0
DED-0000149,green_basket_market,2026-02-11,promo_billback,319.74,FFL,Free Fill new-item billback,promo_billback,GREE-2025-000229,GREE-2025-000229-S1,REM-GREE-00040,Promo billback (MCB / scan-down),,0,0,0,,,,,,1,1
DED-0001196,unfi,2026-02-11,short_ship,196.29,SHT,Shortage,short_ship,UNFI-2026-000739,UNFI-2026-000739-S1,REM-UNFI-00061,Short ship: 2 units missing,2026-04-12,0,0,0,,,,,,1,0
DED-0000580,kehe,2026-02-11,pallet_fine,125.92,,Unmapped,pallet_fine,KEHE-2026-000654,KEHE-2026-000654-S1,REM-KEHE-00059,Pallet noncompliance,2026-08-10,0,0,0,,,,,,1,0
DED-0002957,whole_foods,2026-02-11,late_delivery,84.02,LATE,Late delivery,late_delivery,WHOL-2026-000722,WHOL-2026-000722-S1,REM-WHOL-00056,Late delivery — 2 days past window,,0,0,0,,,,,,1,0
DED-0000562,kehe,2026-02-10,promo_billback,696.84,MCB,Manufacturer Chargeback (promo),promo_billback,KEHE-2026-000623,KEHE-2026-000623-S1,REM-KEHE-00059,Promo billback (MCB / scan-down),2026-08-09,0,0,0,,,,,,1,1
DED-0002435,walmart,2026-02-10,label_fine,260.12,,Unmapped,label_fine,WALM-2025-001199,WALM-2025-001199-S1,REM-WALM-00059,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0002430,walmart,2026-02-10,short_ship,239.59,13,Substitution Overcharge,short_ship,WALM-2025-001195,WALM-2025-001195-S1,REM-WALM-00059,Short ship: receiving hand-count 2 units short,2027-02-10,0,0,0,won_full,239.59,2026-02-23,2026-04-06,55,1,0
DED-0000561,kehe,2026-02-10,short_ship,210.81,UDR,Unloading Discrepancy (shortage/over/damage),short_ship,KEHE-2026-000623,KEHE-2026-000623-S1,REM-KEHE-00059,Short ship: 2 units missing,2026-02-12,0,0,0,lost_deadline,0.0,2026-03-16,2026-04-17,66,1,0
DED-0002431,walmart,2026-02-10,late_delivery,166.51,99,OTIF,late_delivery,WALM-2025-001195,WALM-2025-001195-S1,REM-WALM-00059,Late delivery — 3 days past window,,0,0,0,lost_no_response,0.0,2026-03-03,2026-05-22,101,1,0
DED-0002965,whole_foods,2026-02-10,label_fine,110.3,LBL,Labeling fine,label_fine,WHOL-2026-000743,WHOL-2026-000743-S1,REM-WHOL-00056,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0002434,walmart,2026-02-10,short_ship,99.94,13,Substitution Overcharge,short_ship,WALM-2025-001199,WALM-2025-001199-S1,REM-WALM-00059,Short ship: 1 units missing,2027-02-10,0,0,0,won_partial,63.9,2026-03-31,2026-04-24,73,1,0
DED-0002966,whole_foods,2026-02-10,late_delivery,96.4,LATE,Late delivery,late_delivery,WHOL-2026-000743,WHOL-2026-000743-S1,REM-WHOL-00056,Late delivery — 1 days past window,,0,0,0,pending,0.0,2026-04-22,,81,1,0
DED-0000064,costco,2026-02-09,promo_billback,2505.51,PROMO,Promotional allowance,promo_billback,COST-2025-000063,COST-2025-000063-S1,REM-COST-00033,Promo billback (MCB / scan-down),,0,0,0,,,,,,1,0
DED-0002429,walmart,2026-02-09,promo_billback,1033.56,11,Price Difference Between PO & Invoice,promo_billback,WALM-2025-001194,WALM-2025-001194-S1,REM-WALM-00059,Promo billback (MCB / scan-down),2028-02-09,0,0,0,,,,,,1,0
DED-0000063,costco,2026-02-09,label_fine,371.38,LBL,Labeling noncompliance,label_fine,COST-2025-000063,COST-2025-000063-S1,REM-COST-00033,Label noncompliance — generic label not retailer-spec,,0,0,0,lost_evidence,0.0,2026-03-31,2026-06-20,131,1,0
DED-0002427,walmart,2026-02-09,short_ship,307.93,13,Substitution Overcharge,short_ship,WALM-2025-001194,WALM-2025-001194-S1,REM-WALM-00059,Short ship: receiving hand-count 3 units short,2027-02-09,0,0,0,,,,,,1,0
DED-0002410,walmart,2026-02-09,short_ship,254.66,13,Substitution Overcharge,short_ship,WALM-2025-001175,WALM-2025-001175-S1,REM-WALM-00059,Short ship: receiving hand-count 2 units short,2027-02-09,0,0,0,lost_evidence,0.0,2026-03-21,2026-05-07,87,1,0
DED-0002411,walmart,2026-02-09,late_delivery,249.5,99,OTIF,late_delivery,WALM-2025-001175,WALM-2025-001175-S1,REM-WALM-00059,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0002428,walmart,2026-02-09,pallet_fine,207.1,,Unmapped,pallet_fine,WALM-2025-001194,WALM-2025-001194-S1,REM-WALM-00059,Pallet noncompliance,,0,0,0,lost_other,0.0,2026-04-10,2026-05-12,92,1,0
DED-0002927,whole_foods,2026-02-09,late_delivery,89.0,LATE,Late delivery,late_delivery,WHOL-2025-000631,WHOL-2025-000631-S1,REM-WHOL-00056,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0000571,kehe,2026-02-08,promo_billback,574.38,MCB,Manufacturer Chargeback (promo),promo_billback,KEHE-2026-000633,KEHE-2026-000633-S1,REM-KEHE-00058,Promo billback (MCB / scan-down),2026-08-07,0,0,0,,,,,,1,1
DED-0002423,walmart,2026-02-08,late_delivery,371.03,99,OTIF,late_delivery,WALM-2025-001189,WALM-2025-001189-S1,REM-WALM-00058,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0002419,walmart,2026-02-08,late_delivery,354.91,99,OTIF,late_delivery,WALM-2025-001187,WALM-2025-001187-S1,REM-WALM-00058,Late delivery — 1 days past window,,0,0,0,won_full,354.91,2026-03-07,2026-04-21,72,1,0
DED-0002421,walmart,2026-02-08,short_ship,327.23,13,Substitution Overcharge,short_ship,WALM-2025-001189,WALM-2025-001189-S1,REM-WALM-00058,Short ship: receiving hand-count 3 units short,2027-02-08,0,0,0,,,,,,1,0
DED-0002422,walmart,2026-02-08,label_fine,327.06,,Unmapped,label_fine,WALM-2025-001189,WALM-2025-001189-S1,REM-WALM-00058,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0002418,walmart,2026-02-08,label_fine,303.01,,Unmapped,label_fine,WALM-2025-001187,WALM-2025-001187-S1,REM-WALM-00058,Label noncompliance — generic label not retailer-spec,,0,0,0,won_full,303.01,2026-03-26,2026-05-16,97,1,0
DED-0002409,walmart,2026-02-08,label_fine,296.55,,Unmapped,label_fine,WALM-2025-001174,WALM-2025-001174-S1,REM-WALM-00058,Label noncompliance — generic label not retailer-spec,,0,0,0,pending,0.0,2026-04-21,,83,1,0
DED-0002940,whole_foods,2026-02-08,label_fine,197.72,LBL,Labeling fine,label_fine,WHOL-2026-000692,WHOL-2026-000692-S1,REM-WHOL-00055,Label noncompliance — generic label not retailer-spec,,0,0,0,won_partial,82.81,2026-03-24,2026-05-12,93,1,0
DED-0002417,walmart,2026-02-08,short_ship,174.92,13,Substitution Overcharge,short_ship,WALM-2025-001187,WALM-2025-001187-S1,REM-WALM-00058,Short ship: receiving hand-count 2 units short,2027-02-08,0,0,0,,,,,,1,0
DED-0002941,whole_foods,2026-02-08,late_delivery,69.78,LATE,Late delivery,late_delivery,WHOL-2026-000692,WHOL-2026-000692-S1,REM-WHOL-00055,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0001207,unfi,2026-02-07,spoilage,629.81,UNS,Unsaleable / spoilage,spoilage,UNFI-2026-000762,UNFI-2026-000762-S1,REM-UNFI-00060,Spoilage — expired or short-dated at receiving,2026-04-08,0,0,0,lost_evidence,0.0,2026-03-14,2026-04-05,57,1,0
DED-0002449,walmart,2026-02-07,short_ship,494.4,13,Substitution Overcharge,short_ship,WALM-2025-001223,WALM-2025-001223-S1,REM-WALM-00058,Short ship: 4 units missing,2027-02-07,0,0,0,lost_other,0.0,2026-04-22,2026-07-12,155,1,0
DED-0002967,whole_foods,2026-02-07,damaged,356.83,DMG,Damaged product,damaged,WHOL-2026-000745,WHOL-2026-000745-S1,REM-WHOL-00055,Damage at receiving — BOL signed damaged,,0,0,0,,,,,,1,0
DED-0002450,walmart,2026-02-07,label_fine,334.07,,Unmapped,label_fine,WALM-2025-001223,WALM-2025-001223-S1,REM-WALM-00058,Label noncompliance — generic label not retailer-spec,,0,0,0,,,,,,1,0
DED-0000202,harbor_fresh,2026-02-07,spoilage,202.22,SPL,Spoilage / quality complaint,spoilage,HARB-2025-000129,HARB-2025-000129-S1,REM-HARB-00029,Spoilage — temperature abuse in transit,,0,0,0,lost_no_response,0.0,2026-03-25,2026-06-17,130,1,0
DED-0002447,walmart,2026-02-07,short_ship,96.17,13,Substitution Overcharge,short_ship,WALM-2025-001221,WALM-2025-001221-S1,REM-WALM-00058,Short ship: qty units missing,2027-02-07,0,0,0,won_full,96.17,2026-02-25,2026-04-07,59,1,0
DED-0000150,green_basket_market,2026-02-07,late_delivery,95.28,LATE,Late delivery,late_delivery,GREE-2025-000230,GREE-2025-000230-S1,REM-GREE-00039,Late delivery — 4 days past window,,0,0,0,,,,,,1,0
DED-0000203,harbor_fresh,2026-02-07,late_delivery,20.05,LATE,Late delivery,late_delivery,HARB-2025-000131,HARB-2025-000131-S1,REM-HARB-00029,Late delivery — 1 days past window,,0,0,0,,,,,,1,0
DED-0003011,walmart,2026-02-06,slotting,6824.6,NIF,New-item / slotting fee,slotting,,,REM-WALM-00058,New-item slotting fee — placement allowance,,0,0,0,,,,,,1,0
DED-0002389,walmart,2026-02-06,damaged,965.88,28,Carton Damage – Freight Bill Signed Damaged,damaged,WALM-2025-001158,WALM-2025-001158-S1,REM-WALM-00058,Damage at receiving — BOL signed damaged,2027-02-06,0,0,0,lost_evidence,0.0,2026-03-19,2026-04-23,76,1,0
